"","treatment","jar_id","day","site","jar_count","replicate","count","is_decreasing","is_all_decreasing"
"10949","14C",21,11,"CI5",142,197,6,TRUE,TRUE
"10950","14C",21,14,"CI5",133,197,6,TRUE,TRUE
"10951","14C",21,1,"CI5",525,198,36,TRUE,TRUE
"10952","14C",21,3,"CI5",338,198,21,TRUE,TRUE
"10953","14C",21,6,"CI5",316,198,15,TRUE,TRUE
"10954","14C",21,9,"CI5",183,198,9,TRUE,TRUE
"10955","14C",21,11,"CI5",110,198,6,TRUE,TRUE
"10956","14C",21,14,"CI5",109,198,6,TRUE,TRUE
"10957","14C",21,1,"CI5",603,212,36,TRUE,TRUE
"10958","14C",21,3,"CI5",371,212,21,TRUE,TRUE
"10959","14C",21,6,"CI5",247,212,15,TRUE,TRUE
"10960","14C",21,9,"CI5",174,212,9,TRUE,TRUE
"10961","14C",21,11,"CI5",90,212,6,TRUE,TRUE
"10962","14C",21,14,"CI5",76,212,6,TRUE,TRUE
"10963","14C",21,1,"CI5",786,215,36,TRUE,TRUE
"10964","14C",21,3,"CI5",280,215,21,TRUE,TRUE
"10965","14C",21,6,"CI5",211,215,15,TRUE,TRUE
"10966","14C",21,9,"CI5",194,215,9,TRUE,TRUE
"10967","14C",21,11,"CI5",89,215,6,TRUE,TRUE
"10968","14C",21,14,"CI5",71,215,6,TRUE,TRUE
"10969","14C",21,1,"CI5",696,220,36,TRUE,TRUE
"10970","14C",21,3,"CI5",288,220,21,TRUE,TRUE
"10971","14C",21,6,"CI5",252,220,15,TRUE,TRUE
"10972","14C",21,9,"CI5",115,220,9,TRUE,TRUE
"10973","14C",21,11,"CI5",113,220,6,TRUE,TRUE
"10974","14C",21,14,"CI5",104,220,6,TRUE,TRUE
"10975","14C",21,1,"CI5",525,224,36,TRUE,TRUE
"10976","14C",21,3,"CI5",392,224,21,TRUE,TRUE
"10977","14C",21,6,"CI5",249,224,15,TRUE,TRUE
"10978","14C",21,9,"CI5",147,224,9,TRUE,TRUE
"10979","14C",21,11,"CI5",129,224,6,TRUE,TRUE
"10980","14C",21,14,"CI5",113,224,6,TRUE,TRUE
"10981","14C",21,1,"CI5",499,226,36,TRUE,TRUE
"10982","14C",21,3,"CI5",414,226,21,TRUE,TRUE
"10983","14C",21,6,"CI5",376,226,15,TRUE,TRUE
"10984","14C",21,9,"CI5",101,226,9,TRUE,TRUE
"10985","14C",21,11,"CI5",96,226,6,TRUE,TRUE
"10986","14C",21,14,"CI5",62,226,6,TRUE,TRUE
"10987","14C",21,1,"CI5",643,227,36,TRUE,TRUE
"10988","14C",21,3,"CI5",329,227,21,TRUE,TRUE
"10989","14C",21,6,"CI5",261,227,15,TRUE,TRUE
"10990","14C",21,9,"CI5",173,227,9,TRUE,TRUE
"10991","14C",21,11,"CI5",119,227,6,TRUE,TRUE
"10992","14C",21,14,"CI5",62,227,6,TRUE,TRUE
"10993","14C",21,1,"CI5",664,228,36,TRUE,TRUE
"10994","14C",21,3,"CI5",372,228,21,TRUE,TRUE
"10995","14C",21,6,"CI5",271,228,15,TRUE,TRUE
"10996","14C",21,9,"CI5",126,228,9,TRUE,TRUE
"10997","14C",21,11,"CI5",106,228,6,TRUE,TRUE
"10998","14C",21,14,"CI5",52,228,6,TRUE,TRUE
"10999","14C",21,1,"CI5",460,232,36,TRUE,TRUE
"11000","14C",21,3,"CI5",344,232,21,TRUE,TRUE
"11001","14C",21,6,"CI5",131,232,15,TRUE,TRUE
"11002","14C",21,9,"CI5",129,232,9,TRUE,TRUE
"11003","14C",21,11,"CI5",104,232,6,TRUE,TRUE
"11004","14C",21,14,"CI5",101,232,6,TRUE,TRUE
"11005","14C",21,1,"CI5",652,239,36,TRUE,TRUE
"11006","14C",21,3,"CI5",356,239,21,TRUE,TRUE
"11007","14C",21,6,"CI5",279,239,15,TRUE,TRUE
"11008","14C",21,9,"CI5",138,239,9,TRUE,TRUE
"11009","14C",21,11,"CI5",89,239,6,TRUE,TRUE
"11010","14C",21,14,"CI5",74,239,6,TRUE,TRUE
"11011","14C",21,1,"CI5",791,240,36,TRUE,TRUE
"11012","14C",21,3,"CI5",449,240,21,TRUE,TRUE
"11013","14C",21,6,"CI5",205,240,15,TRUE,TRUE
"11014","14C",21,9,"CI5",195,240,9,TRUE,TRUE
"11015","14C",21,11,"CI5",126,240,6,TRUE,TRUE
"11016","14C",21,14,"CI5",97,240,6,TRUE,TRUE
"11017","14C",21,1,"CI5",702,241,36,TRUE,TRUE
"11018","14C",21,3,"CI5",447,241,21,TRUE,TRUE
"11019","14C",21,6,"CI5",164,241,15,TRUE,TRUE
"11020","14C",21,9,"CI5",162,241,9,TRUE,TRUE
"11021","14C",21,11,"CI5",104,241,6,TRUE,TRUE
"11022","14C",21,14,"CI5",61,241,6,TRUE,TRUE
"11023","14C",21,1,"CI5",630,242,36,TRUE,TRUE
"11024","14C",21,3,"CI5",402,242,21,TRUE,TRUE
"11025","14C",21,6,"CI5",278,242,15,TRUE,TRUE
"11026","14C",21,9,"CI5",141,242,9,TRUE,TRUE
"11027","14C",21,11,"CI5",98,242,6,TRUE,TRUE
"11028","14C",21,14,"CI5",94,242,6,TRUE,TRUE
"11029","14C",21,1,"CI5",757,243,36,TRUE,TRUE
"11030","14C",21,3,"CI5",413,243,21,TRUE,TRUE
"11031","14C",21,6,"CI5",351,243,15,TRUE,TRUE
"11032","14C",21,9,"CI5",176,243,9,TRUE,TRUE
"11033","14C",21,11,"CI5",125,243,6,TRUE,TRUE
"11034","14C",21,14,"CI5",87,243,6,TRUE,TRUE
"11035","14C",21,1,"CI5",711,246,36,TRUE,TRUE
"11036","14C",21,3,"CI5",455,246,21,TRUE,TRUE
"11037","14C",21,6,"CI5",290,246,15,TRUE,TRUE
"11038","14C",21,9,"CI5",176,246,9,TRUE,TRUE
"11039","14C",21,11,"CI5",106,246,6,TRUE,TRUE
"11040","14C",21,14,"CI5",44,246,6,TRUE,TRUE
"11041","14C",21,1,"CI5",626,250,36,TRUE,TRUE
"11042","14C",21,3,"CI5",343,250,21,TRUE,TRUE
"11043","14C",21,6,"CI5",221,250,15,TRUE,TRUE
"11044","14C",21,9,"CI5",136,250,9,TRUE,TRUE
"11045","14C",21,11,"CI5",111,250,6,TRUE,TRUE
"11046","14C",21,14,"CI5",96,250,6,TRUE,TRUE
"11047","14C",21,1,"CI5",731,251,36,TRUE,TRUE
"11048","14C",21,3,"CI5",363,251,21,TRUE,TRUE
"11049","14C",21,6,"CI5",257,251,15,TRUE,TRUE
"11050","14C",21,9,"CI5",183,251,9,TRUE,TRUE
"11051","14C",21,11,"CI5",122,251,6,TRUE,TRUE
"11052","14C",21,14,"CI5",112,251,6,TRUE,TRUE
"11053","14C",21,1,"CI5",563,252,36,TRUE,TRUE
"11054","14C",21,3,"CI5",431,252,21,TRUE,TRUE
"11055","14C",21,6,"CI5",265,252,15,TRUE,TRUE
"11056","14C",21,9,"CI5",115,252,9,TRUE,TRUE
"11057","14C",21,11,"CI5",80,252,6,TRUE,TRUE
"11058","14C",21,14,"CI5",76,252,6,TRUE,TRUE
"11059","14C",21,1,"CI5",646,256,36,TRUE,TRUE
"11060","14C",21,3,"CI5",309,256,21,TRUE,TRUE
"11061","14C",21,6,"CI5",245,256,15,TRUE,TRUE
"11062","14C",21,9,"CI5",227,256,9,TRUE,TRUE
"11063","14C",21,11,"CI5",152,256,6,TRUE,TRUE
"11064","14C",21,14,"CI5",95,256,6,TRUE,TRUE
"11065","14C",21,1,"CI5",604,265,36,TRUE,TRUE
"11066","14C",21,3,"CI5",305,265,21,TRUE,TRUE
"11067","14C",21,6,"CI5",259,265,15,TRUE,TRUE
"11068","14C",21,9,"CI5",207,265,9,TRUE,TRUE
"11069","14C",21,11,"CI5",69,265,6,TRUE,TRUE
"11070","14C",21,14,"CI5",66,265,6,TRUE,TRUE
"11071","14C",21,1,"CI5",555,266,36,TRUE,TRUE
"11072","14C",21,3,"CI5",351,266,21,TRUE,TRUE
"11073","14C",21,6,"CI5",251,266,15,TRUE,TRUE
"11074","14C",21,9,"CI5",198,266,9,TRUE,TRUE
"11075","14C",21,11,"CI5",163,266,6,TRUE,TRUE
"11076","14C",21,14,"CI5",95,266,6,TRUE,TRUE
"11077","14C",21,1,"CI5",632,269,36,TRUE,TRUE
"11078","14C",21,3,"CI5",514,269,21,TRUE,TRUE
"11079","14C",21,6,"CI5",233,269,15,TRUE,TRUE
"11080","14C",21,9,"CI5",102,269,9,TRUE,TRUE
"11081","14C",21,11,"CI5",97,269,6,TRUE,TRUE
"11082","14C",21,14,"CI5",77,269,6,TRUE,TRUE
"11083","14C",21,1,"CI5",699,278,36,TRUE,TRUE
"11084","14C",21,3,"CI5",367,278,21,TRUE,TRUE
"11085","14C",21,6,"CI5",348,278,15,TRUE,TRUE
"11086","14C",21,9,"CI5",137,278,9,TRUE,TRUE
"11087","14C",21,11,"CI5",123,278,6,TRUE,TRUE
"11088","14C",21,14,"CI5",113,278,6,TRUE,TRUE
"11089","14C",21,1,"CI5",741,288,36,TRUE,TRUE
"11090","14C",21,3,"CI5",455,288,21,TRUE,TRUE
"11091","14C",21,6,"CI5",387,288,15,TRUE,TRUE
"11092","14C",21,9,"CI5",159,288,9,TRUE,TRUE
"11093","14C",21,11,"CI5",141,288,6,TRUE,TRUE
"11094","14C",21,14,"CI5",110,288,6,TRUE,TRUE
"11095","14C",21,1,"CI5",616,291,36,TRUE,TRUE
"11096","14C",21,3,"CI5",432,291,21,TRUE,TRUE
"11097","14C",21,6,"CI5",223,291,15,TRUE,TRUE
"11098","14C",21,9,"CI5",185,291,9,TRUE,TRUE
"11099","14C",21,11,"CI5",174,291,6,TRUE,TRUE
"11100","14C",21,14,"CI5",155,291,6,TRUE,TRUE
"11101","14C",21,1,"CI5",660,295,36,TRUE,TRUE
"11102","14C",21,3,"CI5",555,295,21,TRUE,TRUE
"11103","14C",21,6,"CI5",251,295,15,TRUE,TRUE
"11104","14C",21,9,"CI5",216,295,9,TRUE,TRUE
"11105","14C",21,11,"CI5",123,295,6,TRUE,TRUE
"11106","14C",21,14,"CI5",90,295,6,TRUE,TRUE
"11107","14C",21,1,"CI5",462,311,36,TRUE,TRUE
"11108","14C",21,3,"CI5",434,311,21,TRUE,TRUE
"11109","14C",21,6,"CI5",269,311,15,TRUE,TRUE
"11110","14C",21,9,"CI5",256,311,9,TRUE,TRUE
"11111","14C",21,11,"CI5",144,311,6,TRUE,TRUE
"11112","14C",21,14,"CI5",81,311,6,TRUE,TRUE
"11113","14C",21,1,"CI5",575,313,36,TRUE,TRUE
"11114","14C",21,3,"CI5",528,313,21,TRUE,TRUE
"11115","14C",21,6,"CI5",471,313,15,TRUE,TRUE
"11116","14C",21,9,"CI5",253,313,9,TRUE,TRUE
"11117","14C",21,11,"CI5",190,313,6,TRUE,TRUE
"11118","14C",21,14,"CI5",119,313,6,TRUE,TRUE
"11119","14C",21,1,"CI5",789,324,36,TRUE,TRUE
"11120","14C",21,3,"CI5",350,324,21,TRUE,TRUE
"11121","14C",21,6,"CI5",274,324,15,TRUE,TRUE
"11122","14C",21,9,"CI5",176,324,9,TRUE,TRUE
"11123","14C",21,11,"CI5",124,324,6,TRUE,TRUE
"11124","14C",21,14,"CI5",117,324,6,TRUE,TRUE
"11125","14C",21,1,"CI5",540,330,36,TRUE,TRUE
"11126","14C",21,3,"CI5",421,330,21,TRUE,TRUE
"11127","14C",21,6,"CI5",244,330,15,TRUE,TRUE
"11128","14C",21,9,"CI5",140,330,9,TRUE,TRUE
"11129","14C",21,11,"CI5",94,330,6,TRUE,TRUE
"11130","14C",21,14,"CI5",74,330,6,TRUE,TRUE
"11131","14C",21,1,"CI5",561,335,36,TRUE,TRUE
"11132","14C",21,3,"CI5",367,335,21,TRUE,TRUE
"11133","14C",21,6,"CI5",150,335,15,TRUE,TRUE
"11134","14C",21,9,"CI5",140,335,9,TRUE,TRUE
"11135","14C",21,11,"CI5",67,335,6,TRUE,TRUE
"11136","14C",21,14,"CI5",65,335,6,TRUE,TRUE
"11137","14C",21,1,"CI5",795,336,36,TRUE,TRUE
"11138","14C",21,3,"CI5",282,336,21,TRUE,TRUE
"11139","14C",21,6,"CI5",236,336,15,TRUE,TRUE
"11140","14C",21,9,"CI5",177,336,9,TRUE,TRUE
"11141","14C",21,11,"CI5",138,336,6,TRUE,TRUE
"11142","14C",21,14,"CI5",73,336,6,TRUE,TRUE
"11143","14C",21,1,"CI5",597,337,36,TRUE,TRUE
"11144","14C",21,3,"CI5",475,337,21,TRUE,TRUE
"11145","14C",21,6,"CI5",349,337,15,TRUE,TRUE
"11146","14C",21,9,"CI5",129,337,9,TRUE,TRUE
"11147","14C",21,11,"CI5",112,337,6,TRUE,TRUE
"11148","14C",21,14,"CI5",84,337,6,TRUE,TRUE
"11149","14C",21,1,"CI5",563,346,36,TRUE,TRUE
"11150","14C",21,3,"CI5",308,346,21,TRUE,TRUE
"11151","14C",21,6,"CI5",293,346,15,TRUE,TRUE
"11152","14C",21,9,"CI5",163,346,9,TRUE,TRUE
"11153","14C",21,11,"CI5",129,346,6,TRUE,TRUE
"11154","14C",21,14,"CI5",124,346,6,TRUE,TRUE
"11155","14C",21,1,"CI5",548,361,36,TRUE,TRUE
"11156","14C",21,3,"CI5",405,361,21,TRUE,TRUE
"11157","14C",21,6,"CI5",313,361,15,TRUE,TRUE
"11158","14C",21,9,"CI5",136,361,9,TRUE,TRUE
"11159","14C",21,11,"CI5",110,361,6,TRUE,TRUE
"11160","14C",21,14,"CI5",93,361,6,TRUE,TRUE
"11161","14C",21,1,"CI5",699,364,36,TRUE,TRUE
"11162","14C",21,3,"CI5",414,364,21,TRUE,TRUE
"11163","14C",21,6,"CI5",289,364,15,TRUE,TRUE
"11164","14C",21,9,"CI5",160,364,9,TRUE,TRUE
"11165","14C",21,11,"CI5",102,364,6,TRUE,TRUE
"11166","14C",21,14,"CI5",91,364,6,TRUE,TRUE
"11167","14C",21,1,"CI5",501,366,36,TRUE,TRUE
"11168","14C",21,3,"CI5",324,366,21,TRUE,TRUE
"11169","14C",21,6,"CI5",304,366,15,TRUE,TRUE
"11170","14C",21,9,"CI5",175,366,9,TRUE,TRUE
"11171","14C",21,11,"CI5",126,366,6,TRUE,TRUE
"11172","14C",21,14,"CI5",65,366,6,TRUE,TRUE
"11173","14C",21,1,"CI5",650,376,36,TRUE,TRUE
"11174","14C",21,3,"CI5",251,376,21,TRUE,TRUE
"11175","14C",21,6,"CI5",233,376,15,TRUE,TRUE
"11176","14C",21,9,"CI5",197,376,9,TRUE,TRUE
"11177","14C",21,11,"CI5",121,376,6,TRUE,TRUE
"11178","14C",21,14,"CI5",107,376,6,TRUE,TRUE
"11179","14C",21,1,"CI5",656,383,36,TRUE,TRUE
"11180","14C",21,3,"CI5",299,383,21,TRUE,TRUE
"11181","14C",21,6,"CI5",245,383,15,TRUE,TRUE
"11182","14C",21,9,"CI5",239,383,9,TRUE,TRUE
"11183","14C",21,11,"CI5",136,383,6,TRUE,TRUE
"11184","14C",21,14,"CI5",104,383,6,TRUE,TRUE
"11185","14C",21,1,"CI5",595,386,36,TRUE,TRUE
"11186","14C",21,3,"CI5",417,386,21,TRUE,TRUE
"11187","14C",21,6,"CI5",263,386,15,TRUE,TRUE
"11188","14C",21,9,"CI5",225,386,9,TRUE,TRUE
"11189","14C",21,11,"CI5",104,386,6,TRUE,TRUE
"11190","14C",21,14,"CI5",88,386,6,TRUE,TRUE
"11191","14C",21,1,"CI5",681,388,36,TRUE,TRUE
"11192","14C",21,3,"CI5",409,388,21,TRUE,TRUE
"11193","14C",21,6,"CI5",315,388,15,TRUE,TRUE
"11194","14C",21,9,"CI5",204,388,9,TRUE,TRUE
"11195","14C",21,11,"CI5",144,388,6,TRUE,TRUE
"11196","14C",21,14,"CI5",141,388,6,TRUE,TRUE
"11197","14C",21,1,"CI5",513,391,36,TRUE,TRUE
"11198","14C",21,3,"CI5",348,391,21,TRUE,TRUE
"11199","14C",21,6,"CI5",210,391,15,TRUE,TRUE
"11200","14C",21,9,"CI5",126,391,9,TRUE,TRUE
"11201","14C",21,11,"CI5",83,391,6,TRUE,TRUE
"11202","14C",21,14,"CI5",57,391,6,TRUE,TRUE
"11203","14C",21,1,"CI5",589,396,36,TRUE,TRUE
"11204","14C",21,3,"CI5",406,396,21,TRUE,TRUE
"11205","14C",21,6,"CI5",315,396,15,TRUE,TRUE
"11206","14C",21,9,"CI5",210,396,9,TRUE,TRUE
"11207","14C",21,11,"CI5",95,396,6,TRUE,TRUE
"11208","14C",21,14,"CI5",57,396,6,TRUE,TRUE
"11209","14C",21,1,"CI5",543,398,36,TRUE,TRUE
"11210","14C",21,3,"CI5",430,398,21,TRUE,TRUE
"11211","14C",21,6,"CI5",340,398,15,TRUE,TRUE
"11212","14C",21,9,"CI5",169,398,9,TRUE,TRUE
"11213","14C",21,11,"CI5",115,398,6,TRUE,TRUE
"11214","14C",21,14,"CI5",62,398,6,TRUE,TRUE
"11215","14C",21,1,"CI5",504,409,36,TRUE,TRUE
"11216","14C",21,3,"CI5",322,409,21,TRUE,TRUE
"11217","14C",21,6,"CI5",220,409,15,TRUE,TRUE
"11218","14C",21,9,"CI5",180,409,9,TRUE,TRUE
"11219","14C",21,11,"CI5",147,409,6,TRUE,TRUE
"11220","14C",21,14,"CI5",87,409,6,TRUE,TRUE
"11221","14C",21,1,"CI5",767,410,36,TRUE,TRUE
"11222","14C",21,3,"CI5",341,410,21,TRUE,TRUE
"11223","14C",21,6,"CI5",305,410,15,TRUE,TRUE
"11224","14C",21,9,"CI5",165,410,9,TRUE,TRUE
"11225","14C",21,11,"CI5",110,410,6,TRUE,TRUE
"11226","14C",21,14,"CI5",108,410,6,TRUE,TRUE
"11227","14C",21,1,"CI5",668,416,36,TRUE,TRUE
"11228","14C",21,3,"CI5",234,416,21,TRUE,TRUE
"11229","14C",21,6,"CI5",227,416,15,TRUE,TRUE
"11230","14C",21,9,"CI5",205,416,9,TRUE,TRUE
"11231","14C",21,11,"CI5",175,416,6,TRUE,TRUE
"11232","14C",21,14,"CI5",115,416,6,TRUE,TRUE
"11233","14C",21,1,"CI5",561,417,36,TRUE,TRUE
"11234","14C",21,3,"CI5",406,417,21,TRUE,TRUE
"11235","14C",21,6,"CI5",266,417,15,TRUE,TRUE
"11236","14C",21,9,"CI5",265,417,9,TRUE,TRUE
"11237","14C",21,11,"CI5",177,417,6,TRUE,TRUE
"11238","14C",21,14,"CI5",51,417,6,TRUE,TRUE
"11239","14C",21,1,"CI5",749,419,36,TRUE,TRUE
"11240","14C",21,3,"CI5",332,419,21,TRUE,TRUE
"11241","14C",21,6,"CI5",279,419,15,TRUE,TRUE
"11242","14C",21,9,"CI5",201,419,9,TRUE,TRUE
"11243","14C",21,11,"CI5",110,419,6,TRUE,TRUE
"11244","14C",21,14,"CI5",70,419,6,TRUE,TRUE
"11245","14C",21,1,"CI5",711,422,36,TRUE,TRUE
"11246","14C",21,3,"CI5",503,422,21,TRUE,TRUE
"11247","14C",21,6,"CI5",248,422,15,TRUE,TRUE
"11248","14C",21,9,"CI5",142,422,9,TRUE,TRUE
"11249","14C",21,11,"CI5",72,422,6,TRUE,TRUE
"11250","14C",21,14,"CI5",56,422,6,TRUE,TRUE
"11251","14C",21,1,"CI5",637,425,36,TRUE,TRUE
"11252","14C",21,3,"CI5",401,425,21,TRUE,TRUE
"11253","14C",21,6,"CI5",335,425,15,TRUE,TRUE
"11254","14C",21,9,"CI5",142,425,9,TRUE,TRUE
"11255","14C",21,11,"CI5",123,425,6,TRUE,TRUE
"11256","14C",21,14,"CI5",89,425,6,TRUE,TRUE
"11257","14C",21,1,"CI5",680,426,36,TRUE,TRUE
"11258","14C",21,3,"CI5",379,426,21,TRUE,TRUE
"11259","14C",21,6,"CI5",357,426,15,TRUE,TRUE
"11260","14C",21,9,"CI5",156,426,9,TRUE,TRUE
"11261","14C",21,11,"CI5",145,426,6,TRUE,TRUE
"11262","14C",21,14,"CI5",116,426,6,TRUE,TRUE
"11263","14C",21,1,"CI5",643,428,36,TRUE,TRUE
"11264","14C",21,3,"CI5",354,428,21,TRUE,TRUE
"11265","14C",21,6,"CI5",287,428,15,TRUE,TRUE
"11266","14C",21,9,"CI5",167,428,9,TRUE,TRUE
"11267","14C",21,11,"CI5",129,428,6,TRUE,TRUE
"11268","14C",21,14,"CI5",120,428,6,TRUE,TRUE
"11269","14C",21,1,"CI5",668,433,36,TRUE,TRUE
"11270","14C",21,3,"CI5",321,433,21,TRUE,TRUE
"11271","14C",21,6,"CI5",283,433,15,TRUE,TRUE
"11272","14C",21,9,"CI5",117,433,9,TRUE,TRUE
"11273","14C",21,11,"CI5",99,433,6,TRUE,TRUE
"11274","14C",21,14,"CI5",57,433,6,TRUE,TRUE
"11275","14C",21,1,"CI5",681,436,36,TRUE,TRUE
"11276","14C",21,3,"CI5",358,436,21,TRUE,TRUE
"11277","14C",21,6,"CI5",326,436,15,TRUE,TRUE
"11278","14C",21,9,"CI5",149,436,9,TRUE,TRUE
"11279","14C",21,11,"CI5",134,436,6,TRUE,TRUE
"11280","14C",21,14,"CI5",117,436,6,TRUE,TRUE
"11281","14C",21,1,"CI5",566,437,36,TRUE,TRUE
"11282","14C",21,3,"CI5",375,437,21,TRUE,TRUE
"11283","14C",21,6,"CI5",187,437,15,TRUE,TRUE
"11284","14C",21,9,"CI5",182,437,9,TRUE,TRUE
"11285","14C",21,11,"CI5",141,437,6,TRUE,TRUE
"11286","14C",21,14,"CI5",87,437,6,TRUE,TRUE
"11287","14C",21,1,"CI5",520,438,36,TRUE,TRUE
"11288","14C",21,3,"CI5",300,438,21,TRUE,TRUE
"11289","14C",21,6,"CI5",293,438,15,TRUE,TRUE
"11290","14C",21,9,"CI5",165,438,9,TRUE,TRUE
"11291","14C",21,11,"CI5",122,438,6,TRUE,TRUE
"11292","14C",21,14,"CI5",91,438,6,TRUE,TRUE
"11293","14C",21,1,"CI5",662,439,36,TRUE,TRUE
"11294","14C",21,3,"CI5",303,439,21,TRUE,TRUE
"11295","14C",21,6,"CI5",248,439,15,TRUE,TRUE
"11296","14C",21,9,"CI5",179,439,9,TRUE,TRUE
"11297","14C",21,11,"CI5",121,439,6,TRUE,TRUE
"11298","14C",21,14,"CI5",21,439,6,TRUE,TRUE
"11299","14C",21,1,"CI5",609,440,36,TRUE,TRUE
"11300","14C",21,3,"CI5",415,440,21,TRUE,TRUE
"11301","14C",21,6,"CI5",252,440,15,TRUE,TRUE
"11302","14C",21,9,"CI5",206,440,9,TRUE,TRUE
"11303","14C",21,11,"CI5",99,440,6,TRUE,TRUE
"11304","14C",21,14,"CI5",78,440,6,TRUE,TRUE
"11305","14C",21,1,"CI5",608,441,36,TRUE,TRUE
"11306","14C",21,3,"CI5",446,441,21,TRUE,TRUE
"11307","14C",21,6,"CI5",377,441,15,TRUE,TRUE
"11308","14C",21,9,"CI5",212,441,9,TRUE,TRUE
"11309","14C",21,11,"CI5",107,441,6,TRUE,TRUE
"11310","14C",21,14,"CI5",77,441,6,TRUE,TRUE
"11311","14C",21,1,"CI5",720,455,36,TRUE,TRUE
"11312","14C",21,3,"CI5",305,455,21,TRUE,TRUE
"11313","14C",21,6,"CI5",178,455,15,TRUE,TRUE
"11314","14C",21,9,"CI5",173,455,9,TRUE,TRUE
"11315","14C",21,11,"CI5",74,455,6,TRUE,TRUE
"11316","14C",21,14,"CI5",57,455,6,TRUE,TRUE
"11317","14C",21,1,"CI5",684,458,36,TRUE,TRUE
"11318","14C",21,3,"CI5",293,458,21,TRUE,TRUE
"11319","14C",21,6,"CI5",228,458,15,TRUE,TRUE
"11320","14C",21,9,"CI5",115,458,9,TRUE,TRUE
"11321","14C",21,11,"CI5",101,458,6,TRUE,TRUE
"11322","14C",21,14,"CI5",80,458,6,TRUE,TRUE
"11323","14C",21,1,"CI5",510,460,36,TRUE,TRUE
"11324","14C",21,3,"CI5",447,460,21,TRUE,TRUE
"11325","14C",21,6,"CI5",242,460,15,TRUE,TRUE
"11326","14C",21,9,"CI5",224,460,9,TRUE,TRUE
"11327","14C",21,11,"CI5",119,460,6,TRUE,TRUE
"11328","14C",21,14,"CI5",71,460,6,TRUE,TRUE
"11329","14C",21,1,"CI5",505,463,36,TRUE,TRUE
"11330","14C",21,3,"CI5",289,463,21,TRUE,TRUE
"11331","14C",21,6,"CI5",176,463,15,TRUE,TRUE
"11332","14C",21,9,"CI5",130,463,9,TRUE,TRUE
"11333","14C",21,11,"CI5",128,463,6,TRUE,TRUE
"11334","14C",21,14,"CI5",82,463,6,TRUE,TRUE
"11335","14C",21,1,"CI5",501,465,36,TRUE,TRUE
"11336","14C",21,3,"CI5",362,465,21,TRUE,TRUE
"11337","14C",21,6,"CI5",354,465,15,TRUE,TRUE
"11338","14C",21,9,"CI5",115,465,9,TRUE,TRUE
"11339","14C",21,11,"CI5",99,465,6,TRUE,TRUE
"11340","14C",21,14,"CI5",98,465,6,TRUE,TRUE
"11341","14C",21,1,"CI5",733,470,36,TRUE,TRUE
"11342","14C",21,3,"CI5",320,470,21,TRUE,TRUE
"11343","14C",21,6,"CI5",251,470,15,TRUE,TRUE
"11344","14C",21,9,"CI5",162,470,9,TRUE,TRUE
"11345","14C",21,11,"CI5",95,470,6,TRUE,TRUE
"11346","14C",21,14,"CI5",87,470,6,TRUE,TRUE
"11347","14C",21,1,"CI5",647,477,36,TRUE,TRUE
"11348","14C",21,3,"CI5",400,477,21,TRUE,TRUE
"11349","14C",21,6,"CI5",262,477,15,TRUE,TRUE
"11350","14C",21,9,"CI5",164,477,9,TRUE,TRUE
"11351","14C",21,11,"CI5",118,477,6,TRUE,TRUE
"11352","14C",21,14,"CI5",114,477,6,TRUE,TRUE
"11353","14C",21,1,"CI5",668,480,36,TRUE,TRUE
"11354","14C",21,3,"CI5",514,480,21,TRUE,TRUE
"11355","14C",21,6,"CI5",217,480,15,TRUE,TRUE
"11356","14C",21,9,"CI5",214,480,9,TRUE,TRUE
"11357","14C",21,11,"CI5",115,480,6,TRUE,TRUE
"11358","14C",21,14,"CI5",113,480,6,TRUE,TRUE
"11359","14C",21,1,"CI5",508,481,36,TRUE,TRUE
"11360","14C",21,3,"CI5",424,481,21,TRUE,TRUE
"11361","14C",21,6,"CI5",249,481,15,TRUE,TRUE
"11362","14C",21,9,"CI5",196,481,9,TRUE,TRUE
"11363","14C",21,11,"CI5",83,481,6,TRUE,TRUE
"11364","14C",21,14,"CI5",56,481,6,TRUE,TRUE
"11365","14C",21,1,"CI5",794,492,36,TRUE,TRUE
"11366","14C",21,3,"CI5",344,492,21,TRUE,TRUE
"11367","14C",21,6,"CI5",270,492,15,TRUE,TRUE
"11368","14C",21,9,"CI5",168,492,9,TRUE,TRUE
"11369","14C",21,11,"CI5",91,492,6,TRUE,TRUE
"11370","14C",21,14,"CI5",51,492,6,TRUE,TRUE
"11371","14C",21,1,"CI5",725,493,36,TRUE,TRUE
"11372","14C",21,3,"CI5",292,493,21,TRUE,TRUE
"11373","14C",21,6,"CI5",216,493,15,TRUE,TRUE
"11374","14C",21,9,"CI5",180,493,9,TRUE,TRUE
"11375","14C",21,11,"CI5",120,493,6,TRUE,TRUE
"11376","14C",21,14,"CI5",116,493,6,TRUE,TRUE
"11377","14C",21,1,"CI5",685,494,36,TRUE,TRUE
"11378","14C",21,3,"CI5",459,494,21,TRUE,TRUE
"11379","14C",21,6,"CI5",182,494,15,TRUE,TRUE
"11380","14C",21,9,"CI5",160,494,9,TRUE,TRUE
"11381","14C",21,11,"CI5",121,494,6,TRUE,TRUE
"11382","14C",21,14,"CI5",87,494,6,TRUE,TRUE
"11383","14C",21,1,"CI5",521,496,36,TRUE,TRUE
"11384","14C",21,3,"CI5",322,496,21,TRUE,TRUE
